id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count,id,game_id,genre_name
1812,75901,Amazeing Lemons,NULL,2017-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1747,75901,Adventure
1814,180332,End: Live Through It,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1750,180332,Adventure
1817,158141,Noise Hunters,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1755,158141,Adventure
1820,26138,Alicemare,"Allen is a young boy who has lost his memory. Bereaved by the loss of his mother and father, he eventually ends up at a home for lost children. One day, he sets out to investigate a rumor heard from the other children. This is where Allen’s story really begins...",2016-11-22 00:00:00.000,1,NULL,NULL,NULL,60.2213,5,1760,26138,Adventure
1839,95242,Dark Romance: Heart of the Beast - Collector's Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1780,95242,Adventure
1845,9714,Silent Hill: Book Of Memories,"The protagonist receives a strange book on his birthday from an unknown sender in Silent Hill. All of his memories are written there, and by altering the book, he finds that he can alter past events in his life. Before the changes take effect though, the character falls asleep and must survive a nightmare, explore the Otherworld and battle creatures from previous Silent Hill games on the way.",2012-10-16 00:00:00.000,6,NULL,63.4000,6,60.1416,6,1785,9714,Adventure
1847,130688,Mega Cat Studios Collection 1,NULL,2020-06-08 00:00:00.000,NULL,NULL,76.0000,1,NULL,NULL,1790,130688,Adventure
1848,83483,Playground Battle World,NULL,2018-05-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1791,83483,Adventure
1856,90051,Pudding Monsters,"The Pudding Monsters are on a mission to save their friends from the cold-hearted fridge owner! Growing into an ultimate mega monster sounds like the most reliable plan. Can you give them a hand?  Off the table, out of the house, and into the city... swipe to stick the Pudding Monsters together and save their friends!",2012-12-20 00:00:00.000,1,NULL,NULL,NULL,90.0000,4,1797,90051,Adventure
1857,33528,SoniComi,"Lead Sonico to Stardom: Sonico has the potential to become an international superstar. It's your job to provide her with guidance and support as she chases her dreams. Depending on your actions, you can reach one of 18 wildly different endings. In between shoots, you'll have the opportunity to interact with Sonico in many different situations. Your choices will affect her opinion of you, potentially unlocking new story paths. In addition to dialogue options, you will also have opportunities to interact with Sonico through personal interactions. Be careful, as some choices can be dangerous, while others can lead to sparks of love!  Become a Photographer: Choose a location, put together an outfit, and get to shooting! During each photography session you must score points by shooting quality photographs as requested by the client. Your photographer's eye will show colored rings to identify the best shots. Don't get too carried away! You must also manage Sonico's enthusiasm and stamina. Lift her spirits with well-timed banter and breaks. The greater her enthusiasm, the more daring her poses!",2011-11-25 00:00:00.000,2,NULL,NULL,NULL,80.0000,2,1799,33528,Adventure
1858,73796,Kingdom of Kroz,NULL,1988-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1802,73796,Adventure
1861,99029,Black Jack Story,NULL,2018-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1803,99029,Adventure
1866,97926,The Rainsdowne Players,NULL,2018-09-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1808,97926,Adventure
1871,83325,Pure Marriage: Akai Ito Monogatari - Madoka Hen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1812,83325,Adventure
1875,64892,Refrain Love,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1813,64892,Adventure
1910,119394,Ni no Kuni: Wrath of the White Witch for Nintendo Switch,NULL,2019-09-20 00:00:00.000,3,2,90.0000,2,87.5882,5,1838,119394,Adventure
1921,132798,Palladium: Adventure in Greece,NULL,2021-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1856,132798,Adventure
1952,70305,Abmis the Lion,NULL,1996-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1877,70305,Adventure
1955,115492,Furry Shakespeare: To Date Or Not To Date Cat Girls?,NULL,2019-04-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1881,115492,Adventure
1957,17194,Backstage Pass,NULL,2014-04-05 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,0,1886,17194,Adventure
1964,55486,0°N 0°W,NULL,2018-03-02 00:00:00.000,1,NULL,50.0000,2,70.0000,3,1892,55486,Adventure
1965,24611,Life Is Feudal: MMO,NULL,2017-08-16 00:00:00.000,1,NULL,65.0000,3,50.0000,1,1896,24611,Adventure
1971,192494,Soul In the Chamber,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1903,192494,Adventure
1972,47423,Double Fine Happy Action Theater,NULL,2012-02-01 00:00:00.000,NULL,NULL,67.0000,5,NULL,NULL,1904,47423,Adventure
1977,192503,SpunkStock,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1911,192503,Adventure
1978,106606,Banana girl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1915,106606,Adventure
1986,163515,Love Puzzle,NULL,2020-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1921,163515,Adventure
1987,107113,Protoform,NULL,2020-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,1924,107113,Adventure
1996,163925,Bushfires: Animal Rescue,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1934,163925,Adventure
1998,117876,LOVE³ -Love Cube-,NULL,2019-07-25 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1,1937,117876,Adventure
2003,72003,CSI: Crime Scene Investigation - 3 Dimensions of Murder,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1941,72003,Adventure
2008,111033,Project Winter,NULL,2019-05-23 00:00:00.000,7,1,70.0000,1,70.3005,8,1944,111033,Adventure
2011,67844,Easy No Smoking Wii App,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1948,67844,Adventure
2015,181909,Melody of the Light,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1951,181909,Adventure
2028,119831,The Ring of Truth,NULL,2019-07-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1960,119831,Adventure
2032,176284,Goat on Boat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1964,176284,Adventure
2033,132760,Capybara Carbonara,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1966,132760,Adventure
2036,31190,Super Cave Boy: Forsaken Dungeon,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1973,31190,Adventure
2039,114903,Killing Trials,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1977,114903,Adventure
2043,67552,Dr. Slump: Bubble Daisakusen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1981,67552,Adventure
2047,178235,Ancra,"The photographer's house lies empty, its blood still. Before it stands a figure. The house beckons. Lights within flicker to life. Spirits stir at her return. An Ancra is only complete when it is understood. It requires both Vessel and victim. Whose remains shall you cast to flames? The book of the Serpent shall be your guide. And the final page remains unwritten.",2021-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1985,178235,Adventure
2050,157731,Marcella Moon: Saboteurs on the River,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1988,157731,Adventure
2054,118067,Mushroom Cats,NULL,2019-06-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1994,118067,Adventure
2058,135439,"The Wake: Mourning Father, Mourning Mother",NULL,2020-07-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1998,135439,Adventure
2060,47318,Jade Empire: Limited Edition,"In the ancient, mysterious world of the Jade Empire, you train under your master’s watchful eye and learn powerful martial arts and mystical powers.    When danger threatens, you travel across the world, from the harsh mountains of the Land of Howling Spirits to the lush gardens of the Imperial City.    In your adventures you face powerful human and supernatural foes, learn exotic and magical martial arts, and discover the darkest secrets of the world.    Only by mastering the greatest fighting styles and defeating the most powerful enemies will you earn your place as a master of martial arts in the world of Jade Empire.",2005-04-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,2001,47318,Adventure
2066,72702,Tales of Pirates,NULL,2007-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2009,72702,Adventure
2067,74359,Pill Cosbi,NULL,2017-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2010,74359,Adventure
2070,179205,Push Puzzle: Rescue Adventure,NULL,2021-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2012,179205,Adventure
2071,151454,Burnt Ashes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,151454,Adventure
2077,9808,Vertical Drop Heroes HD,NULL,2014-07-25 00:00:00.000,1,NULL,69.0000,2,90.0000,4,2024,9808,Adventure
2078,126202,活下去,NULL,2019-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2029,126202,Adventure
2083,154075,Lucidus Mortem,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2034,154075,Adventure
2092,163036,Lux mina,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2045,163036,Adventure
2093,186123,Craterbound,NULL,2022-01-25 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL,2046,186123,Adventure
2095,143031,Oona the Druid's Path,NULL,2021-02-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2048,143031,Adventure
2098,70895,Tiny Hope,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2053,70895,Adventure
2099,134868,PEEPAW,NULL,2019-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2054,134868,Adventure
2101,24053,Echoes of the Fey: The Fox's Trail,NULL,2016-07-12 00:00:00.000,NULL,NULL,81.0000,1,70.0000,0,2058,24053,Adventure
2104,35969,TDP4: Team Battle,NULL,2015-03-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2062,35969,Adventure
2107,160214,Building 847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2063,160214,Adventure
2110,156916,Low Story,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2067,156916,Adventure
2115,86442,Smoke and Sacrifice,NULL,2018-05-31 00:00:00.000,6,1,70.1667,6,62.0697,5,2073,86442,Adventure
2126,50181,Wishbone and the Amazing Odyssey,NULL,1996-07-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2076,50181,Adventure
2129,155393,LuLu Looking For Dogs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2082,155393,Adventure
2133,143788,Darkness Under My Bed,NULL,2021-02-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2087,143788,Adventure
2138,149342,Orbi's Chronicles,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2096,149342,Adventure
2161,149825,Side Effect,"Nature has been polluted with garbage created by mankind for many long years. In this first person exploration game you will discover how pollution started and how it can be stopped one garbage at a time. Land and water are littered by used plastic, paper and glass products while air consists of very dense smog.",2022-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2110,149825,Adventure
2166,102319,The Internship,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2115,102319,Adventure
2168,126522,Frequency Garden,NULL,2019-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2117,126522,Adventure
2174,176350,Cleaning house,NULL,2017-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2122,176350,Adventure
2176,176348,Kraft & Slash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2125,176348,Adventure
2178,132902,Infection Point,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2128,132902,Adventure
2186,117057,Magic Clouds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2136,117057,Adventure
2188,34402,Lucky Rabbit Reflex!,NULL,2015-10-09 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0,2139,34402,Adventure
2200,127597,Terra Alia,NULL,2021-05-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2155,127597,Adventure
2219,1989,Alter Echo,"In a world where psychics, known as shapers, can create any object they want with a substance called Plast, the best shaper of all, Paavo, develops a new type of Plast - EchoPlast. The ship of Nevin and his crew is shot down by Paavo and they crashland on his planet. The EchoPlast, having developed a conscience, asks Nevin to stop Paavo from destroying humanity with the EchoPlast's power. The EchoPlast forms a suit for Nevin to help him.",2003-08-19 00:00:00.000,NULL,NULL,62.5000,3,49.1002,4,2169,1989,Adventure
2227,176344,Just Passing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2179,176344,Adventure
2233,144357,Martha,"1st of May 1996.    You are Isabelle Hewitt, a determined freelance reporter with a penchant for getting sh*t done and taking matters into your own hands. Your close work colleague, Jack Meyer, is missing and you have not heard from him in nearly two weeks. Having worked with him for over a decade, you know this is very much out of character.    Jack was in the regional outskirts of Annadeer to investigate a family who went missing from the Albrecht Estate, which is rumored to be struck by a family curse. The house has been left abandoned and now Jack is nowhere to be seen. Why so many missing people in the local area, you wonder.    The local police are reluctant to investigate, so now it’s up to you.",2021-02-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2183,144357,Adventure
2238,8184,Temujin,"At the beginning of the 13th century, the Mongolian Empire was united by Genghis Khan, whose real name was Temüjin. At his death, he was buried with some mystical artifacts, one of which supposedly contained a dark and evil power. Time has passed and the tomb has remained undisturbed, until archaeologists recover the artifacts and put them on display at the Stevenson Museum. Slowly the powers of the artifacts begin to reawaken...",1997-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2188,8184,Adventure
2242,113693,Dark Sauce,NULL,2019-03-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2193,113693,Adventure
2249,117733,Baby Killer,NULL,2019-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2195,117733,Adventure
2250,30010,Piximalism,NULL,2016-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2197,30010,Adventure
2252,150109,Mirror House Cornflake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2199,150109,Adventure
2263,117769,Pulang : Insanity,NULL,NULL,NULL,NULL,NULL,NULL,70.0000,0,2205,117769,Adventure
2268,117637,Animal Friends Adventure,NULL,2019-05-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2208,117637,Adventure
2269,153211,Imaginaria,NULL,2021-06-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2210,153211,Adventure
2271,106458,DrillMania,NULL,2018-08-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2213,106458,Adventure
2274,96249,Noahmund,"""Many years ago, the war of water and fire began in Feros. The northern regions controlled the underground rivers that supplied water to the entire continent, but the southern lands were punished by drought and heat. This was the main reason for their struggle, but in the end, the beliefs of its inhabitants became stronger than thirst.  Feros was then divided, and those who agreed to keep investigating Synchrony, crossed the natural border of Bismut pass to the north, land of rivers and mountains. At that time, in the south began a cult for the drivos, dangerous creatures able to spit destructive flares. The fanatics called themselves the Drivanian and founded Salaber in the south.  Synchrony was branded as heresy from the cult and tensions began. Those who studied it were called adepts, but to their disgrace many of them were killed by the Salaber army. The tensions grew so much that the war broke out across the continent, destroying cities in its path that only remain in the memory and written history of Feros.  It is 570, the war of fire and water has continued its course, but months ago, Salaber released a powerful weapon from the top of the Bismut pass which almost destroyed the entire continent with its titanic rain of fire. Now, the ashes of war that are still burning are trying to be revived and extinguished alike.  Shinn, the capital of Barfa Rali in the north, sends Galina Angstroud as an agent to discover the truth about the rumors of a new use of that terrible weapon. Accompanied by her guardian, Berani Valenti, Urion's second heir, both follow the trail of one of the generals of the Salaber army.""",2018-08-02 00:00:00.000,1,NULL,80.0000,1,NULL,NULL,2218,96249,Adventure
2275,121178,幻想战棋:明日帝国 Srpg of World:The Empire,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2223,121178,Adventure
2278,30274,Werther Quest,NULL,2017-01-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2227,30274,Adventure
2280,123465,Android Helipad,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2229,123465,Adventure
2283,145032,Cassidy,"Playing as a crime and investigative student, you're writing a thesis for your studies on the famous manor that's home to the gruesome murders that happened in the 1950s. Originally, the manor belonged to a friendly enough Grandma, whose husband died, and people started to see her less and less. They started to hear noises, and see strange red lights coming from it. Whenever someone went to check, the Grandma was nowhere to be seen, and the manor was empty. Eventually, a new family moved in, only to be the victims of a gruesome murder where the young daughter, Cassidy, was believed to have witnessed it all.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2235,145032,Adventure
2284,53172,Hawaiian Explorer: Lost Island,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2237,53172,Adventure
2299,127712,Lumin's Path,NULL,2020-01-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2244,127712,Adventure
2310,3721,Kirby & the Amazing Mirror,NULL,2004-04-15 00:00:00.000,15,NULL,NULL,NULL,84.8264,59,2255,3721,Adventure
2311,88127,Magikiras,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2257,88127,Adventure
2319,22353,Skipper & Skeeto - The Shadow of Mr. Shade,"The stampede from the evil Mr. Shade leads Magnus the mosquito and Mia accidentally to the middle of Shade's factory. You now need to help them through the factory before Mr. Shade comes. But beware! For everywhere are lurking devious traps, hot-tempered robots, and mechanical guard spiders. Fortunately, they meet a cute robot Alpha, who becomes their friend in need!",1998-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,2265,22353,Adventure
2326,70299,XZR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2268,70299,Adventure
2328,43327,Spy Fiction,NULL,2003-12-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,2269,43327,Adventure
2329,111675,Mò The Frog,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2270,111675,Adventure
2331,95272,Escape from pyramid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2272,95272,Adventure
2333,72052,Jewels II: The Ultimate Challenge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2276,72052,Adventure
2336,124176,Agent Roswell,NULL,NULL,NULL,NULL,NULL,NULL,70.0000,0,2278,124176,Adventure
2342,44717,Dual Hearts,NULL,2002-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2284,44717,Adventure
2344,176328,Adventure Machine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2286,176328,Adventure
2349,122103,Haunted House Mysteries,NULL,2013-10-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,2291,122103,Adventure
2350,86362,Abo Khashem,NULL,2018-02-23 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,0,2293,86362,Adventure
2351,32148,Tears Revolude,NULL,2017-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2296,32148,Adventure
2358,92956,Flux,NULL,2020-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2305,92956,Adventure
2363,133256,You and Me and Her: A Love Story,"Life is like a staircase. You just gotta keep climbing. Otherwise, if you start to overthink it, you'll have trouble taking the next step.  Shinichi wants nothing more than to lead a quiet life. Though he was once close friends with Miyuki, the most popular girl in school, his desire for normalcy now keeps them from being anything more than classmates.  Everything changes, however, one day on the roof, when the class oddball, Aoi, suddenly tries to kiss him. Miyuki appears just in time to stop her, but afterward, Shinichi feels the urge to bring some light to this friendless girl's eyes. He enlists Miyuki's aid, and thus, a trio is born.  The days pass, and little by little, Aoi learns what it means to be friends. But at the same time, long-dormant feelings awaken in Miyuki's heart. As the distance between her and Shinichi shrinks, the hard-earned bonds the three share begin to fray.  Miyuki or Aoi－when the time comes, which will Shinichi choose?",2013-06-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,2308,133256,Adventure
2365,118734,Luna Sky RDX,NULL,2019-08-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2310,118734,Adventure
2369,132484,Lusitania,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2314,132484,Adventure
2371,156926,"Lux, City of Secrets",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2319,156926,Adventure
2372,35430,Heaven Forest NIGHTS,NULL,2017-03-14 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0,2321,35430,Adventure
2391,164268,The Jovian System,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2331,164268,Adventure
2397,149305,Lux: The Journey,NULL,2021-06-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2334,149305,Adventure
2403,103813,Queen of Spades,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2339,103813,Adventure
2410,125212,Sternenschweif 3D - Das Geheimnis im Zauberwald,NULL,2011-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2345,125212,Adventure
2426,192507,Back again,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2359,192507,Adventure
2435,81207,Outpost Zero,NULL,2018-07-12 00:00:00.000,NULL,NULL,50.0000,1,60.0000,0,2370,81207,Adventure
2439,50313,Brink of Consciousness: Dorian Gray Syndrome,NULL,2011-12-26 00:00:00.000,2,1,NULL,NULL,80.0000,3,2377,50313,Adventure
2440,181853,Don't Call Me Mama But Yes I Am Your Mama,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2378,181853,Adventure
2445,95356,Knytt,"The Knytt, a weird little creature, gets abducted from his native planet by an alien. However, before reaching its supposed destination, the alien's ship crashes against an asteroid, and the alien makes an emergency landing on a nearby planet. If he ever wants to get home again, the Knytt must help the alien recover the parts of the spaceship which has been scattered all over the strange planet.",2006-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2383,95356,Adventure
2473,106530,Tetra's Escape,"Via the means of shape-shifting, Tetras can turn into different Tetrominos and used to fill holes and master puzzles, in an attempt to reach the portal on the other side of the level.  But, don't just go expecting a linear adventure, as sometimes crafting a staircase to the heavens is the only way to make it to the end, so if you dare to dream big and go block mad, you might just have what it takes to bring all the Tetra’s back home!",2018-08-08 00:00:00.000,NULL,NULL,NULL,NULL,77.0000,4,2403,106530,Adventure
2480,155967,Immunity Tales,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2407,155967,Adventure
2485,84084,President Trump The Way In Uganda,NULL,NULL,NULL,NULL,NULL,NULL,70.0000,0,2413,84084,Adventure
2495,131636,JekoosWare,NULL,2020-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2415,131636,Adventure
2497,29021,Battleship Bishojo,NULL,2017-03-29 00:00:00.000,NULL,NULL,NULL,NULL,40.0000,0,2419,29021,Adventure
2499,35671,STATIC: Investigator Training,NULL,2015-04-14 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0,2423,35671,Adventure
2500,100529,Light Cube,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2425,100529,Adventure
2501,122002,Trucker's Dynasty - Cuba Libre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2429,122002,Adventure
2503,70735,Jerusalem: The Three Roads to the Holy Land,"1552. Lord of the Ottoman dynasty, Sulaiman the Magnificent, reigns over the greatest empire in the world. In Jerusalem, the holy city where King David had built the Temple, where Christ preached and where the Prophet Mohammed was swept off to meet Allah, the three religions of the Book live in peace. Having become the confidante to the emissary of Sulaiman the Magnificent, Adrian is faced with the task of untangling the web of intrigue threatening the fragile balance that has been reached by the three communities of the Book. He will have to cooperate with the representative of all three communities in order to save the governor’s daughter.",2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,2430,70735,Adventure
2508,5440,Kirby Triple Deluxe,NULL,2014-01-11 00:00:00.000,14,NULL,78.5455,11,85.0000,39,2439,5440,Adventure
2512,192501,Manacircle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2442,192501,Adventure
2525,142804,Obsolete,NULL,2020-08-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2461,142804,Adventure
2538,132761,Land of Zympaia,NULL,2020-07-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2473,132761,Adventure
2545,126785,The Adventures of Looppy,NULL,2020-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2480,126785,Adventure
2550,15710,Aviary Attorney,"The year is 1848.  Paris is on the brink of yet another revolution, and the prisons are overflowing with guilty and innocent alike.  One man stands for justice amid society's chaos. No. One bird...  Play the role of Monsieur Jayjay Falcon, a bird of prey with a good heart and questionable lawyering expertise. Join him and his witty apprentice, Sparrowson, as the two take on clients, interview witnesses, collect evidence, and deliver justice to the guilty.",2015-12-22 00:00:00.000,7,NULL,79.3333,5,75.1621,18,2484,15710,Adventure
2553,105429,I saw IT,NULL,NULL,NULL,NULL,NULL,NULL,40.0000,0,2490,105429,Adventure
2554,183667,Lurking II: A Madness,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2493,183667,Adventure
2563,127520,Crazy Ball Racing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2502,127520,Adventure
2577,137136,Rogue Summoner,"Rogue Summoner is a turn-based tactics roguelike about conjuring creatures to fight for you. It's a game about mastering different monster behaviors and using them creatively in combat.    You will dive deep into different types of procedurally-generated dungeons, each with its unique difficulty, size and creatures. Death in each one means starting over from the very beginning of the dungeon, with no upgrades nor monsters in your loadout. But with death comes understanding and hidden knowledge of the dungeons' secrets.    As you master each unique creature, you will be able to optimize your strategy by exploiting their weaknesses when fighting against them, and leveraging their strengths when summoning them. Every creature you defeat can be added to your loadout, from a half-witted spider to the great Morthgaal.",2020-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2516,137136,Adventure
2579,57391,Major\Minor,NULL,2016-10-12 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,1,2520,57391,Adventure
2583,134484,YellowDream,NULL,2020-06-07 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL,2527,134484,Adventure
2585,130902,SKYE,NULL,2020-06-18 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL,2530,130902,Adventure
2603,183690,Deify,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2546,183690,Adventure
2608,25789,Don't open the doors!,NULL,2016-11-11 00:00:00.000,NULL,NULL,60.0000,2,60.0000,0,2549,25789,Adventure
2610,118470,Abandoned Snowy Castle,NULL,2019-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2551,118470,Adventure
2614,88801,Misa!,NULL,2017-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2557,88801,Adventure
2632,186715,Dragoncrest RPG: Arc 1,NULL,2022-08-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL,2565,186715,Adventure
2633,92720,Lew Leon,NULL,1996-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,2568,92720,Adventure
2640,192460,Furry Hentai Quest,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2576,192460,Adventure
2648,192456,Just Ignore Them: Brea's Story Tape 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2582,192456,Adventure
2650,192511,Fear Of The Darkness,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2586,192511,Adventure
2654,183702,Chicken Butt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2589,183702,Adventure
2661,176319,Ducklings,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2592,176319,Adventure
2672,188922,Wreckdigger,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2601,188922,Adventure
