id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count,id,game_id,genre_name
823,9607,CLANNAD,"Tomoya Okazaki is a third year high school student at Hikarizaka Private High School, leading a life full of resentment. His mother passed away in a car accident when he was young, leading his father, Naoyuki, to resort to alcohol and gambling to cope. This resulted in constant fights between the two until Naoyuki dislocated Tomoya’s shoulder. Unable to play on his basketball team, Tomoya began to distance himself from other people. Ever since he has had a distant relationship with his father, naturally becoming a delinquent over time.  While on a walk to school, Tomoya meets a strange girl named Nagisa Furukawa, questioning if she likes the school at all. He finds himself helping her, and as time goes by, Tomoya finds his life heading towards a new direction.",2004-04-28 00:00:00.000,9,NULL,NULL,NULL,90.8528,27,784,9607,Adventure
833,73855,Space Crusade: The Voyage Beyond,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,792,73855,Adventure
834,47,Overlord: Dark Legend,NULL,2009-06-23 00:00:00.000,NULL,NULL,60.0000,2,NULL,NULL,794,47,Adventure
844,144016,Casina: A Visual Novel set in Ancient Greece,"""What could ever be better than this, in this world? Love is the most beautiful of all beautiful things, let me tell you. No, it is now possible to imagine anything more spicy, more enticing!"" Lisidamus    Written by the famous Roman comedian Plauto in 184 BC, Casina was considered one the most famous and funny comedies in Ancient History. A blast from the past!",2021-03-23 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,805,144016,Adventure
848,54865,Dark Dimensions: Wax Beauty - Collector's Edition,NULL,2017-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,808,54865,Adventure
860,115924,Moonlight thief,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,819,115924,Adventure
863,165746,Escape This Big Maze!,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,823,165746,Adventure
872,132309,Ato,NULL,2020-05-08 00:00:00.000,1,1,NULL,NULL,NULL,NULL,831,132309,Adventure
877,110324,Blink: Rogues,"The Early Access journey will take you through five different missions, each filled with unique hand crafted enemy formations, that will test your memory, concentration and reaction speed.  The story unfolds through collecting Memento Cubes, special units of storage that are scattered around the missions and represent journal entries for some of the characters.  Each of the missions can be 100% cleared, and in doing so the player earns 3 stars. Also, if connected to Steam, your score will be uploaded to the global leaderboards.",2018-09-28 00:00:00.000,NULL,1,NULL,NULL,70.0000,0,837,110324,Adventure
888,119484,First Customer,NULL,2019-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,844,119484,Adventure
897,73789,Enchanter Trilogy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,852,73789,Adventure
903,106328,Flying Soul,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,860,106328,Adventure
905,81827,Devil's Land,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,864,81827,Adventure
921,80536,Lost in Time: Parts 1 & 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,880,80536,Adventure
922,29157,Escape: VR,NULL,2017-04-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,881,29157,Adventure
923,143300,Alien Life Simulator,NULL,2021-02-18 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL,885,143300,Adventure
924,172764,JoJo's Bizarre RPG: Battle Tendency,"The story is set in 1839 - 50 years after the events of the first part. Speedwagon, now CEO of a world-famous foundation, has located an ancient temple in Mexico that contains more stone mask and what looks like a carving of a man in a pillar. Meanwhile, the grandson of Jonathan Joestar, Joseph Joestar, discovers he can also use Hamon, just like his late grandfather. But he doesn't know that because of the discovery in Mexico the whole world is in danger and that it's up to him to save it and discover more about the past.",2021-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,888,172764,Adventure
925,149559,Bulorgus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,889,149559,Adventure
939,89325,Undercrewed,NULL,NULL,NULL,NULL,NULL,NULL,50.0000,0,910,89325,Adventure
944,176241,The Ravine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,917,176241,Adventure
950,65316,Minna de Taikan Dokusho DS: Cho-Kowai! Gakkou no Kaidan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,924,65316,Adventure
956,2823,Samurai Jack: The Shadow of Aku,NULL,2004-03-24 00:00:00.000,5,NULL,NULL,NULL,54.0000,3,930,2823,Adventure
957,9745,Xia-Xia,NULL,2012-03-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,931,9745,Adventure
959,31804,Farm Life: Natures Adventure,NULL,2016-08-23 00:00:00.000,NULL,NULL,NULL,NULL,40.0000,0,934,31804,Adventure
960,10900,Shinobido 2: Revenge of Zen,"Set six months after the events of the previous game, Shinobido 2: Revenge of Zen lets players step into the shoes of Zen, a master assassin, as he slips through the darkness in a story of betrayal and intrigue set in the once peaceful region of Utakata, now in the grip of a vicious civil war. Betrayed by his companions and left fatally wounded, Zen chooses to live the life of a ninja and sets out to find those who wronged him, stopping at nothing to unleash the full fury of his silent yet deadly revenge.",2011-12-17 00:00:00.000,NULL,NULL,60.0000,2,NULL,NULL,936,10900,Adventure
965,120010,Lost,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,938,120010,Adventure
968,192465,Shroomscape Zone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,941,192465,Adventure
974,192450,Swords Fantasy: Battlefield,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,945,192450,Adventure
977,163924,Hard Minus Classic Redux,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,949,163924,Adventure
978,112741,Darkheart: Flight of the Harpies,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,951,112741,Adventure
997,133168,Lost Circus VR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,961,133168,Adventure
998,62544,Akagawa Jirou: Yasoukyoku,NULL,1998-07-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,963,62544,Adventure
1007,128419,Bishoujo Mangekyou -Kotowari to Meikyuu no Shoujo-,NULL,2020-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,972,128419,Adventure
1011,155946,Block Me.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,980,155946,Adventure
1013,176204,Archewood,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,983,176204,Adventure
1031,182851,Grief: How to say goodbye,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,991,182851,Adventure
1038,123924,Lost In Dungeon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,997,123924,Adventure
1040,154820,Babol the Walking Box,NULL,2021-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1001,154820,Adventure
1042,46887,Bugs Bunny,NULL,1983-06-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1003,46887,Adventure
1044,147658,Escape 2088,NULL,2020-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1006,147658,Adventure
1058,121791,Dwerve,"In the massive hollow mountain of Mount Crowcrest, there once lived a great nation of dwarves. The dwarves discovered power stones while mining deep in the mountain. They used them to power machines and, eventually, entire cities. They lived in peace and prosperity for centuries.    Over time they became infatuated with power stones and dug deeper to find more. One day they dug too deep and unleashed the Gloomdark Hordes, an army of trolls and monstrous creatures. Once the dwarves realized that trolls turned to stone in the sunlight, they fled far from the mountain and found refuge on the sunny Hills of Brekka.    Centuries passed and, over time, the dwarves forgot their traditions and abandoned craftsmanship and innovation in favor of warring and raiding. History became myth, and myth became bedtime stories. But whispers of a long forgotten darkness echo throughout the valley of the great mountain. It can be heard in the Snoring Forest, by those who dare to enter...",2022-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1021,121791,Adventure
1067,155399,Bill & Ted's Excellent Adventure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1027,155399,Adventure
1070,148559,Lost Egg 2: Be together,NULL,2022-03-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1028,148559,Adventure
1076,66345,Snoopy: The Cool Computer Game,"Linus has lost his blanket! And whilst Linus' world seems to end, you as Snoopy the world's favourite beagle set out to find the blanket ... But its not that easy!",1989-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1035,66345,Adventure
1082,176277,PRTs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1038,176277,Adventure
1086,176276,A Pirate's End,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1044,176276,Adventure
1087,36288,Gold Rush! Classic,NULL,2014-07-25 00:00:00.000,1,NULL,NULL,NULL,70.0000,0,1045,36288,Adventure
1088,43768,Spriggan: Lunar Verse,"Lunar Verse takes place in the same world as the manga and film but focuses on a new character and goes for a different visual style. Oshiki Tashiki is a new Striker in the ARCAM Private Army, which seeks out ancient artifacts and keeps them from enemies who wish to turn a cold war into an actual one.",1999-06-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1046,43768,Adventure
1090,108032,Drymir Cave under Richmordnom,NULL,2018-08-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1048,108032,Adventure
1093,120777,RogueVerse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1053,120777,Adventure
1094,18120,Undead vs. Plants,NULL,2015-04-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1057,18120,Adventure
1095,176280,Galvanica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1059,176280,Adventure
1098,20065,Resident Evil 4 HD,"In resident Evil 4, special agent Leon S. Kennedy is sent on a mission to rescue the U.S. President’s daughter who has been kidnapped. Finding his way to a rural village in Europe, he faces new threats that are a departure from the traditional lumbering zombie enemies of the earlier instalments in the series. Leon battles horrific new creatures infested by a new threat called Las Plagas and faces off against an aggressive group of enemies including mind-controlled villagers that are tied to Los Illuminados, the mysterious cult which is behind the abduction.",2011-09-08 00:00:00.000,45,1,85.2500,23,89.0533,80,1062,20065,Adventure
1110,80411,Nocturne,NULL,1986-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1078,80411,Adventure
1117,85675,Prometheus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1084,85675,Adventure
1127,39766,Battlefish: Free Zombie Games,"An unknown virus has caused sea animals to become stupid zombies and monsters. Now, the stupid fish zombies rage across the world! It's up to you to lead and defend! Rise up against fish zombies, conquer or perish trying! Plan, battle fish, and defend the world from horde of fish zombies! No battlefish was ever won according to plan, but no battlefish was ever won without one! Everything is about planning and strategy!        Look alive! The evil and stupidly cute zombies are shuffling in your direction, and they're hungry for brains! Install Battlefish zombie games – funniest zombie games-- there's no better way to prepare for the zombie apocalypse!",2017-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1094,39766,Adventure
1131,176278,Aaaarrrrgggghhhh!,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1100,176278,Adventure
1150,2336,Mario Party 9,NULL,2012-03-02 00:00:00.000,8,NULL,73.6667,3,68.0903,36,1114,2336,Adventure
1161,167507,Karvaros,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1125,167507,Adventure
1164,122298,Throne Quest Deluxe,NULL,2019-09-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1132,122298,Adventure
1165,192447,MacShot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1133,192447,Adventure
1166,192446,Legacy Quest 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1134,192446,Adventure
1167,59049,Josou Gal Bitch Gakuen: Half Musume Judy no Yuuwaku,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1136,59049,Adventure
1171,192466,Hidden World Top-Down 3D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1141,192466,Adventure
1175,9732,The Flame in the Flood,NULL,2016-02-24 00:00:00.000,23,2,76.8824,18,76.9567,44,1145,9732,Adventure
1181,90058,Legend's World,"Many years ago in distant lands, the secrets of the incidents, which gave rise the appearance of strange creatures and the changing of the world into a world of fantasies and adventures, were guarded by The Ancients and this marks the beginning of the First Era. Over the years, the creatures have become more dangerous, the adventures have become very risky and the changes in the world occurred in a bad way.  Today, twenty-one years later, the last ancient decided to challenge and confront the world and its challenges with the help of the last heroes.",2018-03-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1149,90058,Adventure
1182,147813,Laid-Back Camp: Virtual - Fumoto Campsite,"Together, Rin (you!) and Nadeshiko embark on a new camping adventure at the Fumoto Campsite, taking pictures and trying lots of delicious food.",2021-04-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1151,147813,Adventure
1188,69363,Ise Shima Mystery Annai: Itsuwari no Kuro Shinju,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1153,69363,Adventure
1195,2223,Torin's Passage,"Curse the quick thinking of the Arch Authority, snatching the child away before his doom was sealed. Had the lad been with the rest, surely my suffering would have ceased years ago. At last I have found him, but in a world of isolation and innocence. He has no idea of the twists and turns his life has taken thus far, nor the path I have planned for his very short future. Just let him try to discover the truth, and learn the secrets of Strata's five nested worlds. Watching his struggle will be an amusement. Facing him will be horribly wonderful.",1995-12-31 00:00:00.000,7,NULL,70.0000,1,76.0972,7,1160,2223,Adventure
1204,32428,Townsmen,NULL,2012-12-31 00:00:00.000,1,NULL,44.0000,1,50.0000,4,1172,32428,Adventure
1205,38941,Teeny Titans: Teen Titans Go!,NULL,NULL,NULL,NULL,NULL,NULL,46.2528,0,1174,38941,Adventure
1207,125313,Invasion Deutschland,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL,1176,125313,Adventure
1209,152575,Mousey Mick,NULL,2021-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1177,152575,Adventure
1210,78473,Akogare Girls Collection: Suteki ni Nurse Days,NULL,2009-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1179,78473,Adventure
1217,150461,Cut Them Up,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1183,150461,Adventure
1223,69942,Lafuma Unlimit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1187,69942,Adventure
1224,110035,Reality Clash: AR Combat Game,NULL,2019-05-01 00:00:00.000,1,1,NULL,NULL,NULL,NULL,1191,110035,Adventure
1239,176311,Why does he want me dead,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1202,176311,Adventure
1240,105707,One person story,NULL,2019-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1204,105707,Adventure
1242,20204,SCP-087-B,"You find yourself inside a set of randomly generated dark hallways and staircases with something lurking below you, and the only way you can go is deeper into the darkness. How deep can you go?",2012-01-30 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL,1209,20204,Adventure
1243,51739,Lycah,NULL,2017-07-21 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0,1213,51739,Adventure
1246,106622,Dabwoman: When The Dab Isn't sexist,NULL,NULL,NULL,NULL,NULL,NULL,70.0000,0,1218,106622,Adventure
1251,113610,Pixel Devil and the Broken Cartridge,NULL,2019-02-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1223,113610,Adventure
1252,36463,Employee Recycling Center,NULL,2017-05-15 00:00:00.000,NULL,NULL,NULL,NULL,40.0000,0,1226,36463,Adventure
1256,155299,The Abnormal Place,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1231,155299,Adventure
1257,180386,Snowfall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1233,180386,Adventure
1264,65110,DeadEnd: Cerebral Vortex,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1237,65110,Adventure
1265,63804,Slender Man's Shadow,NULL,2013-01-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1238,63804,Adventure
1267,69056,Disney Princess Worlds of Enchantment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1239,69056,Adventure
1275,169369,Innocent Girl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1243,169369,Adventure
1276,79130,Void Excursion,"Space. An endless area of exploration and imagination, with the stars acting as our beacons of destination. Continue into the void, young explorer, and report back with as much information as you can pertaining the limitless mysteries surround the galaxy. Take heed traveller, for the dangers of space gawk at nothing, and remain immovable to the determination of the mightiest space soldiers!!    How far can you go?    Credit: A tutorial game made through the guidance of Jimmy Vega",2017-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1245,79130,Adventure
1280,57302,The Trail,NULL,2016-09-23 00:00:00.000,3,1,NULL,NULL,NULL,NULL,1247,57302,Adventure
1289,58068,Achar Chronicles: Oblitus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1249,58068,Adventure
1294,105083,Trek: Travel Around the World,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1257,105083,Adventure
1306,176304,Pirate's Pension,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1266,176304,Adventure
1317,27199,Phantom Halls,NULL,2018-10-31 00:00:00.000,NULL,1,NULL,NULL,60.0000,0,1270,27199,Adventure
1329,158039,Fox Spirit: A Two-Tailed Adventure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1279,158039,Adventure
1344,77835,Triangle Heart 3: Lyrical Omochabako,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1289,77835,Adventure
1345,128113,Magnet Fishing Simulator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1291,128113,Adventure
1348,75789,All That Remains,NULL,2017-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1297,75789,Adventure
1354,134583,FORSPOKEN,"Forspoken follows the journey of Frey, a young New Yorker transported to the beautiful and cruel land of Athia. In search of a way home, Frey must use her newfound magical abilities to traverse sprawling landscapes and battle monstrous creatures.",2022-10-11 00:00:00.000,2,35,NULL,NULL,NULL,NULL,1302,134583,Adventure
1358,65543,Wimmelbild-Box Mystery,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1306,65543,Adventure
1363,150250,Jurassic Extinction,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1313,150250,Adventure
1364,190134,Galactic Frontier,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1314,190134,Adventure
1378,104871,Fatman Simulator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1322,104871,Adventure
1389,78059,OF MICE AND SAND -REVISED-,NULL,2017-12-21 00:00:00.000,NULL,NULL,67.5000,2,93.0000,3,1333,78059,Adventure
1393,81114,NeuroMatrix,NULL,2018-09-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1337,81114,Adventure
1397,62291,Jeff the Killer Revenge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1341,62291,Adventure
1414,75383,Mystery Stone from Heaven,NULL,2017-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1361,75383,Adventure
1421,120610,A Kingdom of Flesh and Stone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1371,120610,Adventure
1425,49641,Cesti to Meigurumi-tachi no Mahou no Bouken: Kisekko Gurumii,NULL,2003-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1379,49641,Adventure
1428,27427,Journey To The Center Of The Earth,NULL,2015-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1384,27427,Adventure
1430,77827,Tou no Shita no Exercitus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1388,77827,Adventure
1436,72296,Fedora Spade: Death Wears a Fedora,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1395,72296,Adventure
1451,47988,Hereafter,NULL,2017-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1409,47988,Adventure
1452,118610,Call of the Void,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1414,118610,Adventure
1465,176308,Hermes & Gry: A Crooked Plan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1427,176308,Adventure
1472,22441,A Land Fit For Heroes,NULL,2016-05-03 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL,1434,22441,Adventure
1476,109735,Fist of love,NULL,NULL,NULL,NULL,NULL,NULL,70.0000,0,1442,109735,Adventure
1498,142505,Amity x Li,NULL,2014-09-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1456,142505,Adventure
1500,176356,Pencil Peril,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1461,176356,Adventure
1510,155951,Gravity Field,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1470,155951,Adventure
1514,36688,Sea Search,NULL,1983-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1476,36688,Adventure
1516,81002,VR Dunhuang,NULL,2018-01-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1479,81002,Adventure
1533,64219,The Flower Shop: Winter in Fairbrook,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1493,64219,Adventure
1544,148938,Fallen World,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1503,148938,Adventure
1562,27943,Lake Ridden,"You are Marie, a 13-year-old girl and the year is 1988. Reluctantly, you join your sister and her friends for one last camping weekend before winter. It was going great, but the second night an argument with your sister ended with her running off into the forest.  While looking for her, you stumble upon an old forgotten estate filled with mysteries. As dark shadows emerge from the night, you need to find a place to hide! To survive, and ultimately save your sister, you must find clues, solve puzzles and befriend former residents. You’ll uncover an old conflict driven by envy, madness, and hate.",2018-05-10 00:00:00.000,10,3,NULL,NULL,70.0000,1,1515,27943,Adventure
1563,153640,Shin Megami Tensei V: Fall of Man Premium Edition,"Shin Megami Tensei V, the fifth numbered game of the Shin Megami Tensei series, is a role-playing video game set in modern-day Tokyo. It will feature returning gameplay elements from previous games, such as the ability to fuse demons, along with new mechanics.",2021-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1519,153640,Adventure
1566,81649,Tank 51,NULL,2018-01-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1522,81649,Adventure
1570,72718,"Sora no Iro, Mizu no Iro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1525,72718,Adventure
1572,26025,Stray Souls: Dollhouse Story,NULL,2011-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1528,26025,Adventure
1573,113472,The Tales of Bingwood: Chapter I - To Save a Princess,"Tom, the fisherman's son, is thrown in the middle of a nefarious scheme as the Royal Princess is kidnapped by the formidable Evil Wizard and his henchman. Tom takes on the rescue effort but he needs the help of the villagers to begin the pursuit of the malefactors to Shady Forest and beyond.",2008-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1530,113472,Adventure
1576,176301,Bloodbeard's Revenge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1535,176301,Adventure
1577,126244,Find The Treasure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1536,126244,Adventure
1593,128980,Plunker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1547,128980,Adventure
1595,118981,Six Degrees of Damnation,NULL,2019-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1551,118981,Adventure
1598,405,Final Fantasy XI: Treasures of Aht Urhgan,NULL,2006-04-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,1557,405,Adventure
1606,120750,Away From Earth: Titan 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1564,120750,Adventure
1621,180957,Pokémon Prisme,NULL,2012-03-24 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL,1577,180957,Adventure
1628,139173,Noch,"Go alone (or with a friend) to find the girl who destroyed the world. An ominous surreal first-person adventure full of dangerous monsters and secrets of the deceased world  Let's start!  Imagine… Night. You’re in a car, lost among endless forest on a highway. Perhaps you will desperately try to escape... Try not to lose hope. You were in hurry to get somewhere. But does it matter now?  After all, Lisa has already destroyed the world and our reality has become unsteady, like a dream. All around, or maybe only around you, was an unimaginably thick sparkling black-blue haze with no end. The worst thing happens - an animal being scared to death by jumping to the road from the forest. Crash. You are alive. You have to get out of the broken car and face what the time-changing reality has prepared for you. Welcome to the worst! And remember, waiting for dawn is useless, but death will not bring salvation...  Can you survive if the nature of things as they are is destroyed? And what will you do if you meet the one that is hard to remember and impossible to forget? The one responsible for the endless night and darkness?  Your adventure begins!",2021-05-16 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL,1582,139173,Adventure
1637,155965,Ricky did nothing wrong,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1585,155965,Adventure
1640,116514,Brood,NULL,NULL,NULL,NULL,NULL,NULL,70.0000,0,1587,116514,Adventure
1652,181302,Humanity Is Dead,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1598,181302,Adventure
1658,7623,Nancy Drew: Treasure in the Royal Tower,NULL,2001-08-01 00:00:00.000,2,NULL,NULL,NULL,60.0932,6,1603,7623,Adventure
1660,192495,Lost in Place,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1605,192495,Adventure
1661,24610,The Old Tree,NULL,2015-01-26 00:00:00.000,3,NULL,60.0000,1,60.0000,4,1606,24610,Adventure
1664,84059,Crypt,NULL,2018-03-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1610,84059,Adventure
1679,115516,DooM in the Dark,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1625,115516,Adventure
1686,114897,Fear Simulator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1634,114897,Adventure
1703,176329,Duck Build,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1642,176329,Adventure
1714,110466,Attack Of Mutants,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1659,110466,Adventure
1724,43290,Super Farm,"As the only female, Pamela the beautiful Turkey hen had made quite an impact down on Super Farm...  But when one day she is snatched away, only to be sold at the local meat factory, starts an hilarious and frantic chase to save her.    Choose your unique character and face off within wacky mini games to win the heart of Pamela, the gorgeous turkey.  -10 wild wacky characters and 6 hidden characters to find.  - 6 game types and a huge range of weapons.  - Up to 4 player mayhem with co-operative and team play modes.  -16 varying locations and 4 hidden bonus levels.",2004-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1667,43290,Adventure
1727,152742,Wandering Trails: A Hiking Game,NULL,2021-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1672,152742,Adventure
1748,120760,Alien Kingdom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1694,120760,Adventure
1749,138225,Super Mario 3D All-Stars,NULL,2020-09-17 00:00:00.000,15,3,84.8889,11,64.5020,28,1698,138225,Adventure
1767,192445,Air Racing VR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1715,192445,Adventure
1774,100101,SVOBODA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1719,100101,Adventure
1777,184018,A Subtle Kind of Murder: A Murder Simulator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1724,184018,Adventure
1783,89587,Hot Mars 69,NULL,NULL,NULL,NULL,NULL,NULL,40.0000,0,1727,89587,Adventure
1794,76337,Eggo,NULL,2017-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,1730,76337,Adventure
1809,114111,Quest for the Golden Duck,NULL,2019-01-24 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,1,1739,114111,Adventure
1810,123760,Battle Siege Royale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1744,123760,Adventure
